Reading isolectic sets from input file: /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008-isolectic-areas.tsv
Will write semantic map in DOT format to output files with prefix /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008
Extracted isolectic sets from 12 languages.
Proceeding to separating set size 0, 335 potentially deletable links left.
    successful independence test, link (AIR OR WIND,COLD AIR) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (AIR OR WIND,COLD AIR) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair COLD AIR-VITAL FORCE using the 26 neighbors of COLD AIR and VITAL FORCE on connecting paths, forming 26 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [BLOW]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [BREATHE]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [HEART]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [INTELLIGENCE]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [LIFE]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [LIVING BEING]
    successful independence test, link (COLD AIR,VITAL FORCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair GHOST-INTELLIGENCE using the 26 neighbors of GHOST and INTELLIGENCE on connecting paths, forming 26 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [BLOW]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [BREATHE]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [HEART]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [LIFE]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [LIVING BEING]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [MIND]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [MOOD]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [SELF]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [SOUL]
    successful independence test, link (GHOST,INTELLIGENCE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIVING BEING-ONESELF using the 24 neighbors of LIVING BEING and ONESELF on connecting paths, forming 24 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [BREATHE]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [INTELLIGENCE]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [LIFE]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [MIND]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [SELF]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [SOUL]
    successful independence test, link (LIVING BEING,ONESELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-LIVING BEING using the 23 neighbors of BLOW (WIND) and LIVING BEING on connecting paths, forming 23 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [BE ON VACATION]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [BLOW]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [BREATHE]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [GHOST]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [MOOD]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [PRIDE]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [SOUL]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [TAKE A REST]
    successful independence test, link (BLOW (WIND),LIVING BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair CEASE TO DO-TAKE A REST using the 25 neighbors of CEASE TO DO and TAKE A REST on connecting paths, forming 25 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [BLOW]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [BREATHE]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [LIFE]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [UTTER]
    successful independence test, link (CEASE TO DO,TAKE A REST) can be removed by conditioning on [WHISPER]
  Attempting to separate pair COLD AIR-INTELLIGENCE using the 15 neighbors of COLD AIR and INTELLIGENCE on connecting paths, forming 15 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [BLOW]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [BREATHE]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [HEART]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [LIFE]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [LIVING BEING]
    successful independence test, link (COLD AIR,INTELLIGENCE) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair SUPERNATURAL BEING-TAKE A REST using the 25 neighbors of SUPERNATURAL BEING and TAKE A REST on connecting paths, forming 25 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [GHOST]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [HEART]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [LIFE]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [MIND]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [MOOD]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [ONESELF]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [SCENT]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [SELF]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [SOUL]
    successful independence test, link (SUPERNATURAL BEING,TAKE A REST) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair CEASE TO DO-PUFF OF BREATH using the 27 neighbors of CEASE TO DO and PUFF OF BREATH on connecting paths, forming 27 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [BLOW]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [BREATHE]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [UTTER]
    successful independence test, link (CEASE TO DO,PUFF OF BREATH) can be removed by conditioning on [WHISPER]
  Attempting to separate pair BREATHE-COLD AIR using the 27 neighbors of BREATHE and COLD AIR on connecting paths, forming 27 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [BLOW]
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [HEART]
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [LIVING BEING]
    successful independence test, link (BREATHE,COLD AIR) can be removed by conditioning on [PUFF OF BREATH]
  Attempting to separate pair TAKE A REST-WHISPER using the 24 neighbors of TAKE A REST and WHISPER on connecting paths, forming 24 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [BLOW]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [BREATHE]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [LIFE]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (TAKE A REST,WHISPER) can be removed by conditioning on [UTTER]
  Attempting to separate pair MIND-UTTER using the 25 neighbors of MIND and UTTER on connecting paths, forming 25 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [BLOW]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [BREATHE]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [GHOST]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [LIFE]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [VITAL FORCE]
    successful independence test, link (MIND,UTTER) can be removed by conditioning on [WHISPER]
  Attempting to separate pair BE ON VACATION-BLOW (WIND) using the 21 neighbors of BE ON VACATION and BLOW (WIND) on connecting paths, forming 21 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BE ON VACATION,BLOW (WIND)) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BE ON VACATION,BLOW (WIND)) can be removed by conditioning on [AIR OR WIND]
